tEE101,CS102,CB102,PH103,EE101,null,null,null,null,null,null,
tPH103,MA102,CB102,PH103,CS102,null,CS112,CS112,CS112,null,null,
tME102,PH103,CB102,ME102,EE101,null,EE103,EE103,EE103,null,null,
tMA102,ME102,CS102,MA102,EE101,null,PH110,PH110,PH110,null,null,
null,ME102,MA102,null,null,null,null,null,null,null,null,

